email_id,sender_domain,timestamp,Type,Area,Sub Area,Child Sub Area,email_body
email_976,client.com,10/17/21 23:26,Service request,CASA,Update Nominee,Saving Account,"Subject: Issue with Update Nominee – Saving Account (Service request)

Hi team,

This is regarding my service request for Update Nominee (CASA).
I tried the usual steps but the problem persists.
Let me know if you need anything else.


Best"
email_205,client.com,7/8/21 0:05,Service Request,NRI Customers,KYC updation,Others,"Subject: Question about KYC updation – Others in NRI Customers

Hey,

This is regarding my service request for KYC updation (NRI Customers).
It started a few days ago and hasn't been resolved.


Regards"
email_186,client.com,8/7/21 10:39,Service Request,Credit Cards,Card limit enhancement,I want to increase my card limit (Staff),"Subject: Service Request: Help with Card limit enhancement – I want to increase my card limit (Staff) (Credit Cards)

I'm reaching out about Card limit enhancement under Credit Cards (specifically: I want to increase my card limit (Staff)).
It started a few days ago and hasn't been resolved.
ASAP please.
I don't have the docs handy.


Best"
email_90,business.org,7/3/21 13:25,Complaint,Insurance/Mutual Fund,Pending/non disbrs claims,N/A,"Subject: Need assistance: Pending/non disbrs claims

Hi there,

I'm following up on Pending/non disbrs claims.
I got an error and couldn't complete what I was doing.
ASAP please.
I already shared some details before.


— Sent from my phone"
email_168,business.org,12/1/21 19:52,Complaint,NRI Customers,Internet Banking,Registration of Net banking,"Subject: Complaint: Internet Banking – Registration of Net banking

Hi team,

I'm reaching out about Internet Banking under NRI Customers (specifically: Registration of Net banking).
I was told this would be fixed, but I haven't heard back.


Best"
email_719,business.org,8/27/21 6:18,Complaint,Credit Cards,Card not visible in Vyom,Card not visible in Vyom,"Subject: Need assistance: Card not visible in Vyom – Card not visible in Vyom

Hi team,

I'm following up on Card not visible in Vyom (specifically: Card not visible in Vyom).
It started a few days ago and hasn't been resolved.


Cheers"
email_376,anothercorp.net,7/3/21 15:15,Service request,CASA,Acceptance of Hold/Lien removal request,Current Account,"Subject: Need assistance: Acceptance of Hold/Lien removal request – Current Account

Hello,

This is regarding my service request for Acceptance of Hold/Lien removal request (CASA).
I don't have the exact date/time right now.
Let me know if you need anything else.


Regards"
email_43,business.org,5/16/21 21:00,Complaint,Credit Cards,Payment not shown in Stmt/AC,Mode of Payment (Transfer from Account),"Subject: Question about Payment not shown in Stmt/AC – Mode of Payment (Transfer from Account) in Credit Cards

I'm reaching out about Payment not shown in Stmt/AC under Credit Cards (specifically: Mode of Payment (Transfer from Account)).
I was told this would be fixed, but I haven't heard back.
This is urgent.


— Sent from my phone"
email_755,business.org,7/28/21 13:27,Complaint,NRI Customers,Mobile Banking,OTP issue,"Subject: Complaint: Mobile Banking – OTP issue

Hello,

I'm following up on Mobile Banking (specifically: OTP issue).
I tried the usual steps but the problem persists.
Let me know if you need anything else.


Cheers"
email_391,client.com,9/28/21 22:42,Complaint,KV fee related,Amount debited but Txn not successful,N/A,"Subject: Complaint: Amount debited but Txn not successful

Hello,

I'm following up on Amount debited but Txn not successful.
I got an error and couldn't complete what I was doing.
ASAP please.
I already shared some details before.


Thanks"
email_928,business.org,6/25/21 22:35,Complaint,NRI Customers,Mobile Banking,Authentication failed while registering for Vyom app,"Subject: Question about Mobile Banking – Authentication failed while registering for Vyom app in NRI Customers

Hi there,

I need help with Mobile Banking in NRI Customers (specifically: Authentication failed while registering for Vyom app).
I don't have the exact date/time right now.
Need this fixed now.


Sincerely"
email_311,anothercorp.net,10/12/21 13:23,Complaint,Credit Cards,Reward Points not credited in Account,Reward Points not credited in Account,"Subject: Need assistance: Reward Points not credited in Account – Reward Points not credited in Account

To whom it may concern,

I'm following up on Reward Points not credited in Account (specifically: Reward Points not credited in Account).
I got an error and couldn't complete what I was doing.
I don't have the docs handy.


— Sent from my phone"
email_683,anothercorp.net,6/6/21 5:21,Service request,CASA,Account Type Change Request,BSBDA/BSBDS to SBGEN,"Subject: Question about Account Type Change Request – BSBDA/BSBDS to SBGEN in CASA

Hi there,

I need help with Account Type Change Request in CASA (specifically: BSBDA/BSBDS to SBGEN).
I was told this would be fixed, but I haven't heard back.


Best"
email_508,client.com,3/25/21 7:29,Service request,CASA,Account Transfer Request,BSBDA/BSBDS to SBGEN,"Subject: Issue with Account Transfer Request – BSBDA/BSBDS to SBGEN (Service request)

I'm following up on Account Transfer Request (specifically: BSBDA/BSBDS to SBGEN).
It started a few days ago and hasn't been resolved.
Let me know if you need anything else.


Cheers"
email_594,client.com,9/22/21 16:36,Service Request,Credit Cards,Card Not Activated,CBS-NPA Cards,"Subject: Service Request: Help with Card Not Activated – CBS-NPA Cards (Credit Cards)

I need help with Card Not Activated in Credit Cards (specifically: CBS-NPA Cards).
I got an error and couldn't complete what I was doing.
Need this fixed now.


— Sent from my phone"
email_419,business.org,8/3/21 23:49,Service Request,Credit Cards,EMI Processing,"EMI for only individual transaction amount of Rs.5,000/- & above","Subject: Need assistance: EMI Processing – EMI for only individual transaction amount of Rs.5,000/- & above

Hi team,

I'm following up on EMI Processing (specifically: EMI for only individual transaction amount of Rs.5,000/- & above).
I got an error and couldn't complete what I was doing.
ASAP please.
I don't have the docs handy.


Best"
email_707,business.org,5/6/21 1:31,Service Request,Credit Cards,Profile update,N/A,"Subject: Issue with Profile update (Service Request)

Hi there,

I'm reaching out about Profile update under Credit Cards.
Please process this request and let me know what you need from me.
Not sure what else you need.


Best"
email_377,anothercorp.net,7/17/21 9:54,Service request,CASA,Closing of Account Request Initiation,Saving Account,"Subject: Follow-up on service request — Closing of Account Request Initiation – Saving Account

Hi there,

I'm reaching out about Closing of Account Request Initiation under CASA (specifically: Saving Account).
I was told this would be fixed, but I haven't heard back.
I already shared some details before.


Best"
email_259,business.org,4/8/21 3:00,Type,Area,Sub Area,Child Sub Area,"Subject: Need assistance: Sub Area – Child Sub Area

Hello,

I need help with Sub Area in Area (specifically: Child Sub Area).
I tried the usual steps but the problem persists.


Cheers"
email_894,anothercorp.net,11/16/21 5:16,Query,NRI Customers,Account Conversion,N/A,"Subject: Issue with Account Conversion (Query)

Hi team,

I need help with Account Conversion in NRI Customers.
I tried the usual steps but the problem persists.
Let me know if you need anything else.


Sincerely"
email_203,anothercorp.net,8/26/21 13:44,Query,NRI Customers,Term Deposit related,N/A,"Subject: Follow-up on query — Term Deposit related

Hey,

I'm following up on Term Deposit related.
I got an error and couldn't complete what I was doing.
Let me know if you need anything else.


Thanks"
email_725,client.com,6/12/21 4:48,Service Request,Credit Cards,Card Not Activated,Applied at Branch,"Subject: Question about Card Not Activated – Applied at Branch in Credit Cards

Hi there,

I'm following up on Card Not Activated (specifically: Applied at Branch).
I got an error and couldn't complete what I was doing.
Need this fixed now.


Sincerely"
email_633,business.org,3/2/21 8:56,Service request,CASA,Addition/Deletion of account holders,Saving Account,"Subject: Question about Addition/Deletion of account holders – Saving Account in CASA

To whom it may concern,

I'm reaching out about Addition/Deletion of account holders under CASA (specifically: Saving Account).
I got an error and couldn't complete what I was doing.


Cheers"
email_640,anothercorp.net,8/6/21 0:24,Service Request,Credit Cards,Date of NPA,Customer wants to know the date of NPA,"Subject: Issue with Date of NPA – Customer wants to know the date of NPA (Service Request)

Hi there,

I'm following up on Date of NPA (specifically: Customer wants to know the date of NPA).
I got an error and couldn't complete what I was doing.


Regards"
email_104,anothercorp.net,4/22/21 19:34,Complaint,Credit Cards,Transaction declined,Overseas,"Subject: Follow-up on complaint — Transaction declined – Overseas

I'm reaching out about Transaction declined under Credit Cards (specifically: Overseas).
It started a few days ago and hasn't been resolved.
Please sort this today.
I don't have the docs handy.


Best"
email_756,anothercorp.net,8/1/21 1:28,Service Request,Credit Cards,EMI Processing,"EMI for only individual transaction amount of Rs.5,000/- & above","Subject: Follow-up on service request — EMI Processing – EMI for only individual transaction amount of Rs.5,000/- & above

This is regarding my service request for EMI Processing (Credit Cards).
I don't have the exact date/time right now.
Please sort this today.
I already shared some details before.


Best"
email_167,client.com,12/31/21 8:17,Service Request,NRI Customers,KYC updation,Mobile Number Update,"Subject: Question about KYC updation – Mobile Number Update in NRI Customers

Hi team,

This is regarding my service request for KYC updation (NRI Customers).
It started a few days ago and hasn't been resolved.


Thanks"
email_12,anothercorp.net,3/31/21 18:16,Complaint,UPI,Set/Reset of UPI PIN,N/A,"Subject: Complaint: Help with Set/Reset of UPI PIN (UPI)

Hi there,

This is regarding my complaint for Set/Reset of UPI PIN (UPI).
I tried the usual steps but the problem persists.
I already shared some details before.


— Sent from my phone"
email_324,anothercorp.net,3/10/21 11:19,Service Request,NRI Customers,Registered mobile number updation,N/A,"Subject: Question about Registered mobile number updation in NRI Customers

To whom it may concern,

I'm reaching out about Registered mobile number updation under NRI Customers.
I got an error and couldn't complete what I was doing.
I already shared some details before.


— Sent from my phone"
email_105,anothercorp.net,3/8/21 0:55,Service Request,Credit Cards,Others,N/A,"Subject: Follow-up on service request — Others

Hi team,

I need help with Others in Credit Cards.
I tried the usual steps but the problem persists.
Please sort this today.
Not sure what else you need.


Regards"
email_166,client.com,5/26/21 11:19,Service request,CASA,Request for new passbook,Saving Account,"Subject: Follow-up on service request — Request for new passbook – Saving Account

I'm following up on Request for new passbook (specifically: Saving Account).
I tried the usual steps but the problem persists.
Not sure what else you need.


— Sent from my phone"
email_732,anothercorp.net,10/19/21 7:19,Complaint,Credit Cards,Card not working,N/A,"Subject: Issue with Card not working (Complaint)

To whom it may concern,

I'm following up on Card not working.
I was told this would be fixed, but I haven't heard back.


Regards"
email_770,business.org,5/24/21 20:22,Complaint,Credit Cards,Suspicious transactions,Unauthorised debits,"Subject: Follow-up on complaint — Suspicious transactions – Unauthorised debits

I'm following up on Suspicious transactions (specifically: Unauthorised debits).
I was told this would be fixed, but I haven't heard back.
Not sure what else you need.


Regards"
email_470,anothercorp.net,3/17/21 13:29,Complaint,Suggessions/Issues,Online loan STP,N/A,"Subject: Question about Online loan STP in Suggessions/Issues

Hello,

This is regarding my complaint for Online loan STP (Suggessions/Issues).
I tried the usual steps but the problem persists.
Not sure what else you need.


Regards"
email_823,business.org,2/8/21 9:46,Complaint,Suggessions/Issues,Leased Branch premises,Payment issues,"Subject: Question about Leased Branch premises – Payment issues in Suggessions/Issues

This is regarding my complaint for Leased Branch premises (Suggessions/Issues).
I was told this would be fixed, but I haven't heard back.
Need this fixed now.


Cheers"
email_345,client.com,11/9/21 7:42,Service Request,Credit Cards,Others,N/A,"Subject: Question about Others in Credit Cards

Hi there,

I need help with Others in Credit Cards.
I got an error and couldn't complete what I was doing.
I don't have the docs handy.


Thanks"
email_9,client.com,7/9/21 21:36,Query,NRI Customers,Unsuspension of customer id,N/A,"Subject: Need assistance: Unsuspension of customer id

To whom it may concern,

I need help with Unsuspension of customer id in NRI Customers.
I got an error and couldn't complete what I was doing.


Best"
email_311,anothercorp.net,10/12/21 13:23,Complaint,Credit Cards,Reward Points not credited in Account,Reward Points not credited in Account,"Subject: Need assistance: Reward Points not credited in Account – Reward Points not credited in Account

To whom it may concern,

I'm following up on Reward Points not credited in Account (specifically: Reward Points not credited in Account).
I got an error and couldn't complete what I was doing.
I don't have the docs handy.


— Sent from my phone"
email_790,client.com,4/12/21 12:16,Complaint,ATM CLAIM,AEPS (Aadhaar Enabled Pymt System),Complaint lodged in Finacle,"Subject: Complaint: Help with AEPS (Aadhaar Enabled Pymt System) – Complaint lodged in Finacle (ATM CLAIM)

Hi there,

I'm following up on AEPS (Aadhaar Enabled Pymt System) (specifically: Complaint lodged in Finacle).
I was told this would be fixed, but I haven't heard back.
I already shared some details before.


Thanks"
email_506,business.org,9/7/21 9:20,Service Request,Credit Cards,Card limit enhancement,I want to increase my card limit,"Subject: Need assistance: Card limit enhancement – I want to increase my card limit

Hi there,

I'm following up on Card limit enhancement (specifically: I want to increase my card limit).
I don't have the exact date/time right now.


Sincerely"
email_748,client.com,11/20/21 23:07,Complaint,Credit Cards,Account Debited but not credited in Merchant/Beneficiary Account,N/A,"Subject: Follow-up on complaint — Account Debited but not credited in Merchant/Beneficiary Account

Hi there,

I'm raising a complaint about Account Debited but not credited in Merchant/Beneficiary Account in Credit Cards.
It started a few days ago and hasn't been resolved.


Cheers"
email_978,business.org,8/16/21 6:55,Service Request,NRI Customers,Activation of accounts,Activation of inactive/dormant account,"Subject: Follow-up on service request — Activation of accounts – Activation of inactive/dormant account

Hello,

I'm reaching out about Activation of accounts under NRI Customers (specifically: Activation of inactive/dormant account).
I was told this would be fixed, but I haven't heard back.
Let me know if you need anything else.


Sincerely"
email_55,client.com,12/30/21 8:16,Complaint,Union Voice Assistant (UVA),Fund Transfer,Unsuccessful Transaction,"Subject: Follow-up on complaint — Fund Transfer – Unsuccessful Transaction

I'm raising a complaint about Fund Transfer in Union Voice Assistant (UVA) (specifically: Unsuccessful Transaction).
I tried the usual steps but the problem persists.
Please sort this today.


Best"
email_580,client.com,6/1/21 2:52,Service request,CASA,Request for new passbook,Saving Account,"Subject: Need assistance: Request for new passbook – Saving Account

Hi team,

I'm reaching out about Request for new passbook under CASA (specifically: Saving Account).
I was told this would be fixed, but I haven't heard back.
I already shared some details before.


Sincerely"
email_472,business.org,4/21/21 6:08,Service Request,Credit Cards,Cancellation of Cards,Cancellation of Cards if any dues pending on Card,"Subject: Service Request: Help with Cancellation of Cards – Cancellation of Cards if any dues pending on Card (Credit Cards)

To whom it may concern,

I'm following up on Cancellation of Cards (specifically: Cancellation of Cards if any dues pending on Card).
It started a few days ago and hasn't been resolved.


Sincerely"
email_317,anothercorp.net,6/13/21 20:59,Complaint,Suggessions/Issues,Cheque dishonoured,Issued by Union bank customer,"Subject: Complaint: Cheque dishonoured – Issued by Union bank customer

I need help with Cheque dishonoured in Suggessions/Issues (specifically: Issued by Union bank customer).
It started a few days ago and hasn't been resolved.
Not sure what else you need.


Cheers"
email_17,client.com,6/30/21 8:40,Complaint,Credit Cards,Getting error DEBIT TIMEOUT while doing Transaction,Getting error DEBIT TIMEOUT while doing Transaction,"Subject: Question about Getting error DEBIT TIMEOUT while doing Transaction – Getting error DEBIT TIMEOUT while doing Transaction in Credit Cards

Hello,

I'm raising a complaint about Getting error DEBIT TIMEOUT while doing Transaction in Credit Cards (specifically: Getting error DEBIT TIMEOUT while doing Transaction).
I don't have the exact date/time right now.
Need this fixed now.


Regards"
email_61,anothercorp.net,9/8/21 23:56,Service Request,Credit Cards,Apply for Credit Cards,N/A,"Subject: Question about Apply for Credit Cards in Credit Cards

Hi there,

I'm reaching out about Apply for Credit Cards under Credit Cards.
I got an error and couldn't complete what I was doing.
Need this fixed now.


— Sent from my phone"
email_671,business.org,9/19/21 22:17,Service Request,Credit Cards,Card Not Activated,Temporary Block,"Subject: Question about Card Not Activated – Temporary Block in Credit Cards

Hello,

I'm following up on Card Not Activated (specifically: Temporary Block).
I was told this would be fixed, but I haven't heard back.
Not sure what else you need.


Sincerely"
email_990,business.org,8/22/21 5:45,Service Request,Credit Cards,NOC in respect of settled cards,Request for NO OBJECTION CERTIFICATE NOC,"Subject: Question about NOC in respect of settled cards – Request for NO OBJECTION CERTIFICATE NOC in Credit Cards

To whom it may concern,

This is regarding my service request for NOC in respect of settled cards (Credit Cards).
I tried the usual steps but the problem persists.
Not sure what else you need.


— Sent from my phone"
email_5,anothercorp.net,12/3/21 4:27,Complaint,Credit Cards,Account Debited Cash Not Dispensed,Our Bank ATM,"Subject: Need assistance: Account Debited Cash Not Dispensed – Our Bank ATM

To whom it may concern,

I'm following up on Account Debited Cash Not Dispensed (specifically: Our Bank ATM).
I got an error and couldn't complete what I was doing.
ASAP please.


— Sent from my phone"
email_185,business.org,2/21/21 23:28,Service Request,Credit Cards,Card limit enhancement,I want to increase my card limit [for other than Staff),"Subject: Need assistance: Card limit enhancement – I want to increase my card limit [for other than Staff)

Hello,

This is regarding my service request for Card limit enhancement (Credit Cards).
I tried the usual steps but the problem persists.
Let me know if you need anything else.


Sincerely"
email_406,business.org,1/1/21 13:26,Query,NRI Customers,Addition/Deletion of Nominee Details,N/A,"Subject: Query: Help with Addition/Deletion of Nominee Details (NRI Customers)

Hello,

I'm reaching out about Addition/Deletion of Nominee Details under NRI Customers.
I tried the usual steps but the problem persists.
I already shared some details before.


Sincerely"
email_897,client.com,7/15/21 5:26,I,NRI Customers,Statement request,N/A,"Subject: Question about Statement request in NRI Customers

Hello,

I'm following up on Statement request.
I don't have the exact date/time right now.
Not sure what else you need.


Thanks"
email_785,business.org,6/22/21 14:25,Service Request,Credit Cards,Cancellation of Cards,Cancellation of Cards if dues paid,"Subject: Follow-up on service request — Cancellation of Cards – Cancellation of Cards if dues paid

Hello,

I'm reaching out about Cancellation of Cards under Credit Cards (specifically: Cancellation of Cards if dues paid).
Please process this request and let me know what you need from me.
Please sort this today.


Cheers"
email_814,anothercorp.net,4/3/21 3:20,Service Request,Credit Cards,"Real, O/s & Suit filed amount",Amount due for suit filed cards,"Subject: Follow-up on service request — Real, O/s & Suit filed amount – Amount due for suit filed cards

I need help with Real, O/s & Suit filed amount in Credit Cards (specifically: Amount due for suit filed cards).
I don't have the exact date/time right now.
Need this fixed now.
Let me know if you need anything else.


Thanks"
email_664,business.org,9/5/21 7:57,Query,NRI Customers,Account Closure,N/A,"Subject: Question about Account Closure in NRI Customers

Hello,

I need help with Account Closure in NRI Customers.
It started a few days ago and hasn't been resolved.


Cheers"
email_129,business.org,5/29/21 11:37,Complaint,Credit Cards,Getting error ADDRESS RESOLUTION IS FAILED while doing Transaction,Getting error ADDRESS RESOLUTION IS FAILED while doing Transaction,"Subject: Follow-up on complaint — Getting error ADDRESS RESOLUTION IS FAILED while doing Transaction – Getting error ADDRESS RESOLUTION IS FAILED while doing Transaction

I'm following up on Getting error ADDRESS RESOLUTION IS FAILED while doing Transaction (specifically: Getting error ADDRESS RESOLUTION IS FAILED while doing Transaction).
It started a few days ago and hasn't been resolved.


Sincerely"
email_644,anothercorp.net,8/31/21 5:19,Complaint,Credit Cards,Statement request,Statement for more than a month,"Subject: Issue with Statement request – Statement for more than a month (Complaint)

Hey,

I'm following up on Statement request (specifically: Statement for more than a month).
I got an error and couldn't complete what I was doing.
I already shared some details before.


Cheers"
email_88,anothercorp.net,8/26/21 14:18,Query,NRI Customers,Miscellaneous Query,N/A,"Subject: Question about Miscellaneous Query in NRI Customers

Hi there,

This is regarding my query for Miscellaneous Query (NRI Customers).
It started a few days ago and hasn't been resolved.
Not sure what else you need.


Sincerely"
email_346,anothercorp.net,9/13/21 19:43,Service Request,Credit Cards,Apply for Credit Cards,Through STP - Issues faced,"Subject: Service Request: Help with Apply for Credit Cards – Through STP - Issues faced (Credit Cards)

This is regarding my service request for Apply for Credit Cards (Credit Cards).
I tried the usual steps but the problem persists.
Please sort this today.
Let me know if you need anything else.


— Sent from my phone"
email_348,client.com,8/6/21 6:03,Complaint,Credit Cards,Card not working in ECOM or POS ?,Card is not working,"Subject: Complaint: Card not working in ECOM or POS ? – Card is not working

Hi team,

This is regarding my complaint for Card not working in ECOM or POS ? (Credit Cards).
I tried the usual steps but the problem persists.
Need this fixed now.


Regards"
email_943,business.org,2/27/21 7:57,Service Request,Credit Cards,Card limit enhancement,I want to increase my card limit (Staff),"Subject: Issue with Card limit enhancement – I want to increase my card limit (Staff) (Service Request)

Hi there,

I'm reaching out about Card limit enhancement under Credit Cards (specifically: I want to increase my card limit (Staff)).
Please process this request and let me know what you need from me.


Regards"
email_902,client.com,3/31/21 8:25,Service Request,NRI Customers,KYC updation,Email ID Update,"Subject: Need assistance: KYC updation – Email ID Update

Hey,

This is regarding my service request for KYC updation (NRI Customers).
I tried the usual steps but the problem persists.


Best"
email_523,anothercorp.net,4/27/21 10:34,Complaint,UPI,Credit Card on UPI,N/A,"Subject: Complaint: Credit Card on UPI

Hi there,

I need help with Credit Card on UPI in UPI.
I was told this would be fixed, but I haven't heard back.
This is urgent.


Thanks"
email_635,anothercorp.net,3/8/21 13:24,Query,NRI Customers,Miscellaneous Query,N/A,"Subject: Need assistance: Miscellaneous Query

Hi team,

I need help with Miscellaneous Query in NRI Customers.
I tried the usual steps but the problem persists.
I don't have the docs handy.


Regards"
email_900,client.com,4/1/21 16:02,Complaint,Credit Cards,Dispatch Issues,Dispatch Issues,"Subject: Complaint: Help with Dispatch Issues – Dispatch Issues (Credit Cards)

To whom it may concern,

I need help with Dispatch Issues in Credit Cards (specifically: Dispatch Issues).
I don't have the exact date/time right now.
ASAP please.
I don't have the docs handy.


Best"
email_954,anothercorp.net,7/14/21 3:19,Complaint,Suggessions/Issues,Leased Branch premises,Payment issues,"Subject: Issue with Leased Branch premises – Payment issues (Complaint)

Hello,

I'm reaching out about Leased Branch premises under Suggessions/Issues (specifically: Payment issues).
I got an error and couldn't complete what I was doing.
ASAP please.
I don't have the docs handy.


Thanks"
email_561,client.com,7/23/21 6:45,Service Request,Credit Cards,Temporary Blocking of existing Card,N/A,"Subject: Issue with Temporary Blocking of existing Card (Service Request)

Hello,

This is regarding my service request for Temporary Blocking of existing Card (Credit Cards).
I don't have the exact date/time right now.
Let me know if you need anything else.


Thanks"
email_758,client.com,5/30/21 8:03,Complaint,NRI Customers,Internet Banking,Login isssue,"Subject: Question about Internet Banking – Login isssue in NRI Customers

To whom it may concern,

I'm raising a complaint about Internet Banking in NRI Customers (specifically: Login isssue).
I tried the usual steps but the problem persists.
Please sort this today.


Sincerely"
email_405,business.org,11/16/21 2:59,Complaint,Suggessions/Issues,Amount sent to Union Bank of India account,Chargeback not raised by sender Bank,"Subject: Need assistance: Amount sent to Union Bank of India account – Chargeback not raised by sender Bank

Hello,

I'm following up on Amount sent to Union Bank of India account (specifically: Chargeback not raised by sender Bank).
I was told this would be fixed, but I haven't heard back.
Not sure what else you need.


Cheers"
email_984,business.org,3/19/21 8:43,Complaint,Suggessions/Issues,Mudra STP,N/A,"Subject: Issue with Mudra STP (Complaint)

Hi team,

I need help with Mudra STP in Suggessions/Issues.
I tried the usual steps but the problem persists.
Need this fixed now.


Regards"
email_305,client.com,4/3/21 22:44,Complaint,Suggessions/Issues,Amount sent to Union Bank of India account,Chargeback raised by sender Bank,"Subject: Question about Amount sent to Union Bank of India account – Chargeback raised by sender Bank in Suggessions/Issues

To whom it may concern,

I'm reaching out about Amount sent to Union Bank of India account under Suggessions/Issues (specifically: Chargeback raised by sender Bank).
I tried the usual steps but the problem persists.
This is urgent.
I don't have the docs handy.


Cheers"
email_352,client.com,12/1/21 2:01,Service request,CASA,Addition/Deletion of account holders,Current Account,"Subject: Issue with Addition/Deletion of account holders – Current Account (Service request)

I'm following up on Addition/Deletion of account holders (specifically: Current Account).
I was told this would be fixed, but I haven't heard back.


Thanks"
email_269,business.org,5/15/21 16:14,Complaint,Credit Cards,Account Debited but not credited in Merchant/Beneficiary Account,N/A,"Subject: Question about Account Debited but not credited in Merchant/Beneficiary Account in Credit Cards

I need help with Account Debited but not credited in Merchant/Beneficiary Account in Credit Cards.
I tried the usual steps but the problem persists.
I don't have the docs handy.


Sincerely"
email_600,business.org,4/26/21 18:15,Service Request,Credit Cards,Others,N/A,"Subject: Question about Others in Credit Cards

Hey,

I need help with Others in Credit Cards.
Please process this request and let me know what you need from me.
ASAP please.


Sincerely"
email_945,client.com,1/1/21 14:33,Service Request,NRI Customers,Registered mobile number updation,N/A,"Subject: Question about Registered mobile number updation in NRI Customers

I need help with Registered mobile number updation in NRI Customers.
I don't have the exact date/time right now.
This is urgent.
I already shared some details before.


Best"
email_452,business.org,1/24/21 22:02,Service Request,Credit Cards,Card Not Activated,Applied at Branch,"Subject: Question about Card Not Activated – Applied at Branch in Credit Cards

Hey,

This is regarding my service request for Card Not Activated (Credit Cards).
I don't have the exact date/time right now.
I don't have the docs handy.


Regards"
email_222,anothercorp.net,8/27/21 17:56,Service Request,NRI Customers,Conversion of Account,Non-Resident to Resident,"Subject: Follow-up on service request — Conversion of Account – Non-Resident to Resident

I need help with Conversion of Account in NRI Customers (specifically: Non-Resident to Resident).
Please process this request and let me know what you need from me.
Please sort this today.
Let me know if you need anything else.


Best"
email_670,anothercorp.net,10/4/21 19:46,Complaint,Credit Cards,Payment not shown in Stmt/AC,Mode of Payment (Cash),"Subject: Issue with Payment not shown in Stmt/AC – Mode of Payment (Cash) (Complaint)

Hi there,

I'm following up on Payment not shown in Stmt/AC (specifically: Mode of Payment (Cash)).
I was told this would be fixed, but I haven't heard back.


Sincerely"
email_630,anothercorp.net,11/18/21 8:07,Complaint,Credit Cards,OTP ISSUES,Not Receiving OTP/SMS,"Subject: Follow-up on complaint — OTP ISSUES – Not Receiving OTP/SMS

Hello,

This is regarding my complaint for OTP ISSUES (Credit Cards).
I don't have the exact date/time right now.
This is urgent.
I don't have the docs handy.


Best"
email_683,anothercorp.net,6/6/21 5:21,Service request,CASA,Account Type Change Request,BSBDA/BSBDS to SBGEN,"Subject: Question about Account Type Change Request – BSBDA/BSBDS to SBGEN in CASA

Hi there,

I need help with Account Type Change Request in CASA (specifically: BSBDA/BSBDS to SBGEN).
I was told this would be fixed, but I haven't heard back.


Best"
email_102,anothercorp.net,12/2/21 9:50,Complaint,UPI,UPI Number,N/A,"Subject: Follow-up on complaint — UPI Number

Hi there,

I'm following up on UPI Number.
I got an error and couldn't complete what I was doing.
I already shared some details before.


Sincerely"
email_856,client.com,9/26/21 7:44,Service Request,Credit Cards,Card conversion,Convert card to Rupay card or Rupay Platinum,"Subject: Service Request: Help with Card conversion – Convert card to Rupay card or Rupay Platinum (Credit Cards)

Hi team,

I'm following up on Card conversion (specifically: Convert card to Rupay card or Rupay Platinum).
I don't have the exact date/time right now.


Best"
email_928,business.org,6/25/21 22:35,Complaint,NRI Customers,Mobile Banking,Authentication failed while registering for Vyom app,"Subject: Question about Mobile Banking – Authentication failed while registering for Vyom app in NRI Customers

Hi there,

I need help with Mobile Banking in NRI Customers (specifically: Authentication failed while registering for Vyom app).
I don't have the exact date/time right now.
Need this fixed now.


Sincerely"
email_182,business.org,6/13/21 14:17,Complaint,UPI,UPI Payments,N/A,"Subject: Follow-up on complaint — UPI Payments

Hi there,

I'm following up on UPI Payments.
I tried the usual steps but the problem persists.
I don't have the docs handy.


Sincerely"
email_617,client.com,4/7/21 17:17,Service Request,Credit Cards,Card not Received - Applied through STP,N/A,"Subject: Service Request: Help with Card not Received - Applied through STP (Credit Cards)

Hello,

I'm reaching out about Card not Received - Applied through STP under Credit Cards.
Please process this request and let me know what you need from me.
I already shared some details before.


Sincerely"
email_33,business.org,4/25/21 13:42,Query,NRI Customers,Account Closure,N/A,"Subject: Issue with Account Closure (Query)

Hey,

I need help with Account Closure in NRI Customers.
I don't have the exact date/time right now.


— Sent from my phone"
email_976,client.com,10/17/21 23:26,Service request,CASA,Update Nominee,Saving Account,"Subject: Issue with Update Nominee – Saving Account (Service request)

Hi team,

This is regarding my service request for Update Nominee (CASA).
I tried the usual steps but the problem persists.
Let me know if you need anything else.


Best"
email_324,anothercorp.net,3/10/21 11:19,Service Request,NRI Customers,Registered mobile number updation,N/A,"Subject: Question about Registered mobile number updation in NRI Customers

To whom it may concern,

I'm reaching out about Registered mobile number updation under NRI Customers.
I got an error and couldn't complete what I was doing.
I already shared some details before.


— Sent from my phone"
email_71,client.com,3/18/21 7:20,Service Request,Credit Cards,Card Not Activated,CBS-NPA Cards,"Subject: Follow-up on service request — Card Not Activated – CBS-NPA Cards

Hey,

I need help with Card Not Activated in Credit Cards (specifically: CBS-NPA Cards).
It started a few days ago and hasn't been resolved.
I don't have the docs handy.


— Sent from my phone"
email_341,client.com,2/13/21 13:26,Service request,Mobile Banking,Request for Mobile Banking,N/A,"Subject: Issue with Request for Mobile Banking (Service request)

I need help with Request for Mobile Banking in Mobile Banking.
I don't have the exact date/time right now.


Regards"
